"city name","country name","most active airport","long. most active airport","lat. most active airport","number of routes","number incoming flights","number outcoming flights","number incoming domestic flights","number outcoming domestic flights","number incoming international flights","number outcoming international flights","only domestic flights","average distance","max. distance","airportCode"
Maturin,Venezuela,Maturin,-62.589,10.248,6,3,4,3,3,0,0,1,393,487,MUN
Ivano-Frankivsk,Ukraine,Ivano Frankivsk International Airport,25.143,49.473,6,3,3,3,3,0,0,1,469,469,IFO
Moenjodaro,Pakistan,Moenjodaro,68.238,27.558,6,3,4,3,3,0,0,1,171,247,MJD
Dera Ghazi Khan,Pakistan,Dera Ghazi Khan Airport,70.809,30.601,6,3,3,2,2,1,1,0,842,1597,DEA
Sivas,Turkey,Sivas,37.505,40.356,6,3,4,3,3,0,0,1,698,698,VAS
Hopedale,Canada,Hopedale Airport,-59.715,55.747,6,3,3,3,3,0,0,1,49,96,YHO
Lourdes-De-Blanc-Sablon,Canada,Lourdes De Blanc Sablon Airport,-56.643,51.739,6,3,4,3,3,0,0,1,172,303,YBX
Conson,Vietnam,Co Ong Airport,107.054,9.219,6,3,4,3,3,0,0,1,205,238,VCS
Phucat,Vietnam,Phu Cat Airport,109.07,14.591,6,3,4,3,3,0,0,1,547,806,UIH
Ji-Paraná,Brazil,Ji-Paraná Airport,-61.745,-10.785,6,3,4,3,3,0,0,1,847,847,JPR
Araguaina,Brazil,Araguaina Airport,-47.735,-6.714,6,3,3,3,3,0,0,1,770,1080,AUX
Kosice,Slovakia,Kosice,21.401,49.105,6,3,3,1,1,2,2,0,389,515,KSC
Leros,Greece,Leros,27.333,37.308,6,3,4,3,3,0,0,1,122,279,LRS
Karpathos,Greece,Karpathos,27.243,35.702,6,3,3,3,3,0,0,1,185,396,AOK
Tauranga,New Zealand,Tauranga,176.326,-37.454,6,3,4,3,3,0,0,1,413,697,TRG
Palmerston North,New Zealand,Palmerston North,176.028,-39.868,6,3,4,3,3,0,0,1,323,448,PMR
Nelson,New Zealand,Nelson,173.368,-40.831,6,3,4,3,3,0,0,1,317,526,NSN
NAPIER,New Zealand,Napier,177.45,-39.11,6,3,4,3,3,0,0,1,405,589,NPE
Woodbourne,New Zealand,Woodbourne,174.45,-41.198,6,3,4,3,3,0,0,1,293,544,BHE
Al Ain,United Arab Emirates,Al Ain International Airport,56.015,24.436,6,3,3,0,0,3,3,0,1961,2078,AAN
Miho,Japan,Miho,133.393,35.82,6,3,4,1,1,2,2,0,638,653,
Tsushima,Japan,Tsushima,129.55,34.474,6,3,4,3,3,0,0,1,133,138,TSJ
Sola,Vanuatu,Sola Airport,167.895,-13.753,6,4,3,4,2,0,0,1,95,168,SLH
Ablow,Vanuatu,Mota Lava Airport,168.186,-13.444,6,3,3,3,3,0,0,1,102,211,MTV
Lawas,Malaysia,Lawas Airport,115.68,5.415,6,3,4,3,3,0,0,1,127,150,LWY
Sainte Marie,Madagascar,Sainte Marie,50.359,-16.49,6,3,4,2,2,1,1,0,417,751,SMS
Sambava,Madagascar,Sambava,50.291,-13.798,6,3,4,3,3,0,0,1,323,602,SVB
Antalaha,Madagascar,Antsirabato,50.533,-15,6,3,3,3,3,0,0,1,279,500,ANM
North Ronaldsay,United Kingdom,North Ronaldsay Airport,-2.058,59.612,6,3,4,3,3,0,0,1,41,45,NRL
Pilot Point,United States,Pilot Point Airport,-157.287,57.975,6,3,4,3,3,0,0,1,85,137,PIP
Dalaman,Turkey,Dalaman,29.32,37.188,6,3,3,3,3,0,0,1,493,493,DLM
Pohang,South Korea,Pohang,129.7,36.646,6,3,4,3,3,0,0,1,328,405,KPO
Ulsan,South Korea,Ulsan,129.586,35.989,6,3,4,3,3,0,0,1,329,346,USN
Yeosu,South Korea,Yeosu,128.028,35.403,6,3,4,3,3,0,0,1,260,287,RSU
Sacheon,South Korea,Sacheon Air Base,128.117,35.147,6,3,4,3,3,0,0,1,230,317,HIN
Harrison,United States,Boone Co,-92.592,36.435,6,3,4,3,3,0,0,1,281,380,HRO
El Dorado,United States,South Arkansas Rgnl At Goodwin Fld,-92.689,33.368,6,3,4,3,3,0,0,1,283,377,ELD
Poprad,Slovakia,Tatry,20.401,49.122,6,3,4,0,0,3,3,0,476,622,TAT
Joenkoeping,Sweden,Jonkoping,14.114,58.262,6,3,4,3,3,0,0,1,323,323,JKG
Kenora,Canada,Kenora,-93.939,50.313,6,3,4,3,3,0,0,1,148,199,YQK
Sorong,Indonesia,Jefman,131.201,-0.878,6,3,4,3,3,0,0,1,470,701,SOQ
Fak Fak,Indonesia,Fak Fak,132.445,-2.867,6,3,4,3,3,0,0,1,314,482,FKQ
Mataram,Indonesia,Selaparang,116.157,-8.268,6,3,3,1,1,2,2,0,1137,1680,AMI
Uruguaiana,Brazil,Rubem Berta,-56.397,-29.637,6,3,4,3,3,0,0,1,282,282,URG
Tabatinga,Brazil,Tabatinga,-69.894,-3.76,6,3,4,3,3,0,0,1,636,1173,TBT
Dourados,Brazil,Dourados Airport,-54.677,-21.702,6,3,4,3,3,0,0,1,279,330,DOU
Corumba,Brazil,Corumba Intl,-57.456,-18.354,6,4,3,4,2,0,0,1,348,370,CMG
Hanamaki,Japan,Hanamaki,141.225,39.714,6,3,3,3,3,0,0,1,582,756,HNA
Kostanay,Kazakhstan,Kostanay West Airport,63.917,53.344,6,3,4,2,2,1,1,0,1231,1650,KSN
Kirakira,Solomon Islands,Ngorangora Airport,162.496,-10.083,6,3,4,3,3,0,0,1,135,287,IRA
Fort Good Hope,Canada,Fort Good Hope,-128.417,66.444,6,3,4,3,3,0,0,1,195,304,YGH
Obihiro,Japan,Obihiro,143.362,43.222,6,3,4,3,3,0,0,1,806,806,OBO
San Sebastian,Spain,San Sebastian,-1.652,43.594,6,3,4,3,3,0,0,1,370,387,EAS
Aitutaki,Cook Islands,Aitutaki,-159.608,-18.719,6,3,3,3,3,0,0,1,230,257,AIT
Beslan,Russia,Beslan Airport,45.011,43.341,6,3,3,3,3,0,0,1,1448,1448,OGZ
Xingyi,China,Xingyi Airport,105.597,25.147,6,3,3,3,3,0,0,1,254,260,ACX
Qeqertarsuaq Airport,Greenland,Qeqertarsuaq Heliport,-53.231,69.418,6,3,4,3,3,0,0,1,78,110,JGO
Qasigiannguit,Greenland,Qasigiannguit,-51,69.388,6,3,4,3,3,0,0,1,59,87,JCH
Sisimiut,Greenland,Sisimiut Airport,-53.549,67.585,6,3,4,3,3,0,0,1,243,375,JHS
Kulusuk,Greenland,Kulusuk,-36.528,65.944,6,3,4,2,2,1,1,0,489,719,KUS
Palu,Indonesia,Mutiara,120.516,-0.865,6,3,3,3,3,0,0,1,794,1578,PLW
Ternate,Indonesia,Sultan Babullah,127.635,1.385,6,3,4,3,3,0,0,1,517,1073,TTE
Kendari,Indonesia,Wolter Monginsidi,122.697,-3.47,6,3,3,3,3,0,0,1,798,1744,KDI
Bandar Lampung-Sumatra Island,Indonesia,Radin Inten II (Branti) Airport,105.298,-4.738,6,3,4,3,3,0,0,1,218,218,TKG
Malang,Indonesia,Abdul Rachman Saleh,113.19,-7.878,6,3,4,3,3,0,0,1,561,721,MLG
Jambi,Indonesia,Sultan Thaha,104.073,-1.397,6,3,4,3,3,0,0,1,569,569,DJB
Wuzhou,China,Changzhoudao Airport,111.413,23.761,6,3,4,3,3,0,0,1,487,835,WUZ
Malacca,Malaysia,Malacca,102.419,2.438,6,3,4,1,1,2,2,0,231,402,MKZ
Ovda,Israel,Ovda,35.559,30.567,6,3,4,0,0,3,3,0,2978,3331,VDA
Plovdiv,Bulgaria,Plovdiv,25.418,42.113,6,3,4,0,0,3,3,0,1881,2199,PDV
Dinard,France,Pleurtuit,-1.467,48.979,6,3,3,0,0,3,3,0,307,491,DNR
Beziers,France,Vias,3.589,43.539,6,3,4,1,1,2,2,0,889,1009,BZR
Tamworth,Australia,Tamworth,151.411,-30.474,6,3,4,3,3,0,0,1,444,523,TMW
Ataq,Yemen,Ataq,47.376,14.918,6,3,4,3,3,0,0,1,325,337,AXK
Qinhuangdao,China,Shanhaiguan Airport,120.218,40.613,6,3,4,3,3,0,0,1,871,1059,SHP
Worland,United States,Worland Municipal Airport,-107.919,44.609,6,3,4,3,3,0,0,1,397,397,WRL
Huron,United States,Huron Rgnl,-97.715,44.642,6,3,3,3,3,0,0,1,165,165,HON
Hays,United States,Hays Regional Airport,-98.789,39.403,6,3,4,3,3,0,0,1,496,496,HYS
Branson,United States,Branson LLC,-92.668,36.886,6,3,3,3,3,0,0,1,1121,1428,BKG
Malakal,Sudan,Malakal,32.087,9.931,6,3,4,1,1,2,2,0,558,678,MAK
Gondar,Ethiopia,Gondar,37.723,12.866,6,3,4,3,3,0,0,1,279,400,GDQ
Dire Dawa,Ethiopia,Dire Dawa Intl,42.423,10.041,6,3,4,2,2,1,1,0,226,341,DIR
Jijiga,Ethiopia,Jijiga Airport,43.312,9.599,6,3,4,3,3,0,0,1,248,345,JIJ
Noshahr,Iran,Noshahr Airport,51.774,37.105,6,3,4,3,3,0,0,1,646,1175,NSH
Basrah,Iraq,Basrah Intl,48.103,30.915,6,3,3,0,0,3,3,0,1367,2052,BSR
Blackpool,United Kingdom,Blackpool,-2.382,54.286,6,3,3,0,0,3,3,0,1162,3125,BLK
Kulyab,Tajikistan,Kulob Airport,70.332,38.636,6,3,4,0,0,3,3,0,3018,3018,TJU
Kuito,Angola,Kuito,17.579,-12.008,6,3,4,3,3,0,0,1,458,583,SVP
Menongue,Angola,Menongue,18.199,-14.43,6,3,4,3,3,0,0,1,460,819,SPP
Huambo,Angola,Huambo,16.267,-12.682,6,3,4,3,3,0,0,1,412,537,NOV
Catumbela,Angola,Catumbela Airport,13.811,-12.132,6,3,3,3,3,0,0,1,406,537,CBT
State College Pennsylvania,United States,University Park Airport,-77.748,41.415,6,3,4,3,3,0,0,1,309,440,SCE
Elmira,United States,Elmira Corning Rgnl,-76.82,42.266,6,3,4,3,3,0,0,1,750,1484,ELM
Binghamton,United States,Greater Binghamton Edwin A Link Fld,-75.967,42.347,6,3,3,3,3,0,0,1,376,571,BGM
Jacksonville NC,United States,Albert J Ellis,-77.354,35.381,6,3,4,3,3,0,0,1,424,628,OAJ
New Bern,United States,Craven Co Rgnl,-76.405,35.121,6,3,4,3,3,0,0,1,509,709,EWN
Learmonth,Australia,Learmonth,114.147,-21.726,6,3,3,3,3,0,0,1,1157,1157,LEA
Surat Thani,Thailand,Surat Thani,99.225,9.22,6,3,4,3,3,0,0,1,589,589,URT
Trang,Thailand,Trang,100.027,7.847,6,3,4,3,3,0,0,1,711,711,TST
Nakhon Si Thammarat,Thailand,Nakhon Si Thammarat,100.574,8.899,6,3,4,3,3,0,0,1,586,586,NST
Ronneby,Sweden,Ronneby,15.441,56.444,6,3,4,3,3,0,0,1,443,443,RNB
Cherepovets,Russia,Cherepovets Airport,38.026,59.456,6,3,3,3,3,0,0,1,425,434,CEE
Enshi,China,Enshi Airport,109.808,30.533,6,3,3,3,3,0,0,1,441,441,ENH
Cienfuegos,Cuba,Jaime Gonzalez,-80.024,22.25,6,3,3,1,1,2,2,0,1790,2681,CFG
Yuma,United States,Yuma Mcas Yuma Intl,-114.344,33.094,6,3,4,3,3,0,0,1,346,376,YUM
Saint George,United States,St George Muni,-113.322,37.15,6,3,4,3,3,0,0,1,499,510,SGU
Hobbs,United States,Lea Co Rgnl,-102.696,33.145,6,3,3,3,3,0,0,1,564,786,HOB
Erie,United States,Erie Intl Tom Ridge Fld,-79.628,42.136,6,3,4,3,3,0,0,1,301,449,ERI
Hoskins,Papua New Guinea,Kimbe Airport,150.675,-5.104,6,3,3,3,3,0,0,1,461,572,HKN
Wewak,Papua New Guinea,Wewak Intl,144.115,-3.307,6,3,4,3,3,0,0,1,431,734,WWK
Goroka,Papua New Guinea,Goroka,145.653,-5.47,6,3,3,3,3,0,0,1,256,442,GKA
Quzhou,China,Quzhou Airport,119.498,29.609,6,3,3,3,3,0,0,1,990,1192,JUZ
Ulanhot,China,Ulanhot Airport,122.028,46.138,6,3,3,3,3,0,0,1,744,935,HLH
Dandong,China,Dandong,124.477,40.042,6,3,3,3,3,0,0,1,719,997,DDG
Guangyuan,China,Guangyuan Airport,106.17,32.651,6,3,4,3,3,0,0,1,1301,1401,GYS
ST MARY\\'S,United Kingdom,ISLES OF SCILLY,-5.846,50.531,6,3,3,3,3,0,0,1,57,64,ISC
Kasane,Botswana,Kasane,25.27,-17.722,6,3,3,2,2,1,1,0,655,930,BBK
Haiphong,Vietnam,Cat Bi International Airport,107.208,21.365,6,3,3,3,3,0,0,1,941,1112,HPH
Heihe,China,Heihe Airport,127.5,50.416,6,3,3,3,3,0,0,1,472,493,HEK
Jinzhou,China,Jinzhou Airport,121.103,41.169,6,3,4,3,3,0,0,1,801,1109,JNZ
Benbecula,United Kingdom,Benbecula,-6.938,57.801,6,3,3,3,3,0,0,1,134,229,BEB
Groningen,Netherlands,Eelde,6.965,53.199,6,3,4,0,0,3,3,0,707,719,GRQ
Gheshm,Iran,Gheshm Airport,56.448,27.581,6,3,3,3,3,0,0,1,848,1059,GSM
Ardabil,Iran,Ardabil Airport,48.707,38.542,6,3,3,3,3,0,0,1,560,953,ADU
Kemorovo,Russia,Kemerovo,86.178,55.45,6,3,3,3,3,0,0,1,2937,2937,KEJ
Constanta,Romania,Mihail Kogalniceanu,28.813,44.603,6,3,3,2,2,1,1,0,878,1441,CND
Skelleftea,Sweden,Skelleftea,21.128,65.041,6,3,4,1,1,2,2,0,280,566,SFT
Tartu-ulenurme,Estonia,Tartu,27.15,58.512,6,3,4,1,1,2,2,0,215,240,TAY
Rovaniemi,Finland,Rovaniemi,26.384,66.941,6,3,4,2,2,1,1,0,825,1049,RVN
Norrkoeping,Sweden,Kungsangen,16.417,58.977,6,3,4,0,0,3,3,0,489,542,NRK
Fez,Morocco,Saiss,-4.964,34.545,6,3,4,1,1,2,2,0,1236,1734,FEZ
Sitka,United States,Sitka Rocky Gutierrez,-134.937,57.078,6,3,4,3,3,0,0,1,219,267,SIT
Neuquen,Argentina,Presidente Peron,-67.593,-38.915,6,3,4,3,3,0,0,1,886,955,NQN
Béchar,Algeria,Béchar Boudghene Ben Ali Lotfi Airport,-1.784,32.076,6,3,4,3,3,0,0,1,796,944,CBH
Lorient,France,Lann Bihoue,-3.067,48.267,6,3,3,3,3,0,0,1,589,660,LRT
Dundee,United Kingdom,Dundee,-2.377,56.754,6,3,3,3,3,0,0,1,431,570,DND
Bern,Switzerland,Bern Belp,7.828,47.523,6,3,3,0,0,3,3,0,368,399,BRN
Hualien,Taiwan,Hualien,122.028,24.039,6,3,3,3,3,0,0,1,145,189,HUN
President Prudente,Brazil,Presidente Prudente,-51.042,-21.626,6,3,3,3,3,0,0,1,612,836,PPB
North Bay,Canada,North Bay,-79.038,46.606,6,3,3,3,3,0,0,1,237,301,YYB
Chibougamau,Canada,Chapais Airport,-74.214,50.286,6,3,3,3,3,0,0,1,411,502,YMT
St. John,Canada,Saint John,-65.818,45.526,6,3,4,3,3,0,0,1,629,1079,YSJ
Gander,Canada,Gander Intl,-54.281,49.561,6,3,4,3,3,0,0,1,537,807,YQX
Jerez,Spain,Jerez,-5.434,37.241,6,3,4,3,3,0,0,1,683,808,XRY
Toledo,United States,Toledo,-83.68,41.978,6,3,4,3,3,0,0,1,1095,1500,TOL
San Cristóbal,Ecuador,San Cristóbal Airport,-89.363,-0.851,6,3,4,3,3,0,0,1,1065,1065,SCY
Monroe,United States,Monroe Rgnl,-91.397,32.851,6,3,4,3,3,0,0,1,526,694,MLU
Killeen,United States,Robert Gray Aaf,-97.715,31.112,6,3,4,3,3,0,0,1,628,1320,GRK
Grand Island,United States,Central Nebraska Regional Airport,-97.85,41.612,6,3,4,3,3,0,0,1,1324,1568,GRI
Kalamazoo,United States,Kalamazoo,-85.254,42.391,6,3,3,3,3,0,0,1,364,687,AZO
Poitiers,France,Biard,0.511,46.979,6,3,4,2,2,1,1,0,339,537,PIS
La Rochelle,France,La Rochelle-Ile de Re,-0.659,46.298,6,3,3,2,2,1,1,0,377,612,LRH
Santorini,Greece,Santorini,25.798,36.665,6,3,4,3,3,0,0,1,236,236,JTR
Sitia,Greece,Sitia,26.168,35.36,6,3,4,3,3,0,0,1,197,382,JSH
Mykonos,Greece,Mikonos,25.58,37.725,6,3,4,3,3,0,0,1,127,127,JMK
Alexandroupolis,Greece,Dimokritos,26.593,41.426,6,3,4,3,3,0,0,1,362,362,AXD
Chios,Greece,Chios,26.234,38.571,6,3,3,3,3,0,0,1,209,339,JKH
Rajahmundry,India,Rajahmundry,82.363,17.183,6,3,4,3,3,0,0,1,385,385,RJA
Khajuraho,India,Khajuraho,80.53,25.361,6,3,3,3,3,0,0,1,294,294,HJR
Dehra Dun,India,Dehradun,78.3,30.316,6,3,3,3,3,0,0,1,187,187,DED
Rajkot,India,Rajkot,71.299,22.515,6,3,4,3,3,0,0,1,435,435,RAJ
Barquisimeto,Venezuela,Barquisimeto Intl,-68.932,10.071,6,3,3,3,3,0,0,1,236,236,BRM
Pasto,Colombia,Antonio Narino,-76.82,1.66,6,3,4,3,3,0,0,1,442,530,PSO
Puerto Inírida,Colombia,Obando Airport,-67.85,4.416,6,3,4,3,3,0,0,1,630,640,PDA
Puerto Carreno,Colombia,Puerto Carreno,-67.156,6.307,6,3,4,3,3,0,0,1,722,722,PCR
Fort Nelson,Canada,Fort Nelson,-122.329,59.393,6,3,4,3,3,0,0,1,530,855,YYE
Owensboro,United States,Owensboro Daviess County Airport,-86.612,38.233,6,3,3,3,3,0,0,1,1307,2479,OWB
Iron Mountain,United States,Ford Airport,-87.525,46.363,6,3,4,3,3,0,0,1,191,412,IMT
Escanaba,United States,Delta County Airport,-86.49,46.204,6,3,3,3,3,0,0,1,225,513,ESC
Bemidji,United States,Bemidji Regional Airport,-94.892,47.851,6,3,3,3,3,0,0,1,313,313,BJI
Ibaraki,Japan,Hyakuri,140.692,36.301,6,3,3,2,2,1,1,0,1023,1783,IBR
Tucuman,Argentina,Teniente Benjamin Matienzo,-64.509,-26.735,6,3,4,3,3,0,0,1,868,1069,TUC
Mar Del Plata,Argentina,Mar Del Plata,-57.289,-37.891,6,3,4,3,3,0,0,1,371,384,MDQ
Cranbrook,Canada,Canadian Rockies Intl,-115.637,50.02,6,3,4,3,3,0,0,1,408,509,YXC
Paraguana,Venezuela,Josefa Camejo,-69.586,12.301,6,3,4,2,2,1,1,0,235,317,LSP
Shishmaref,United States,Shishmaref Airport,-165.482,66.416,6,3,4,3,3,0,0,1,149,174,SHH
Kobuk,United States,Kobuk Airport,-156.829,67.52,6,2,4,2,4,0,0,1,99,234,OBU
Kivalina,United States,Kivalina Airport,-164.272,68.227,6,3,3,3,3,0,0,1,96,116,KVL
Teller,United States,Teller Airport,-165.9,65.4,6,3,4,3,3,0,0,1,45,72,TLA
Valdez,United States,Valdez Pioneer Fld,-145.748,61.223,6,3,4,3,3,0,0,1,227,227,VDZ
Kenai,United States,Kenai Muni,-150.742,60.955,6,3,4,3,3,0,0,1,54,54,ENA
Cordova,United States,Merle K Mudhole Smith,-145.13,60.819,6,3,4,3,3,0,0,1,301,369,CDV
Shungnak,United States,Shungnak Airport,-156.605,67.48,6,4,3,4,2,0,0,1,104,243,SHG
Hay River,Canada,Hay River,-115.638,61.399,6,3,3,3,3,0,0,1,437,887,YHY
Cape Dorset,Canada,Cape Dorset,-76.212,64.383,6,3,4,3,3,0,0,1,363,383,YTE
Pond Inlet,Canada,Pond Inlet,-77.945,73.138,6,3,4,3,3,0,0,1,420,422,YIO
Yacuiba,Bolivia,Yacuiba,-63.42,-21.935,6,3,3,3,3,0,0,1,134,134,BYC
Dipolog,Philippines,Dipolog,123.557,9.002,6,3,4,3,3,0,0,1,538,705,DPL
Dumaguete,Philippines,Dumaguete,123.5,9.556,6,3,4,3,3,0,0,1,485,646,DGT
Butuan,Philippines,Butuan,125.796,9.585,6,3,3,3,3,0,0,1,575,781,BXU
Masai Mara,Kenya,Mara Serena Airport,35.013,-1.011,6,4,2,4,2,0,0,1,283,286,MRE
Palmar Sur,Costa Rica,Palmar Sur,-83.115,9.585,6,3,3,3,3,0,0,1,106,134,PMZ
Puntarenas,Costa Rica,Drake Bay Airport,-83.403,9.198,6,3,3,3,3,0,0,1,164,164,DRK
Toksook Bay,United States,Toksook Bay Airport,-164.479,60.902,6,3,4,3,3,0,0,1,48,154,OOK
Kongiganak,United States,Kongiganak Airport,-162.802,60.601,6,3,3,3,3,0,0,1,44,96,KKH
Chefornak,United States,Chefornak Airport,-163.81,60.248,6,3,3,3,3,0,0,1,101,162,CYF
Kipnuk,United States,Kipnuk Airport,-163.385,60.555,6,3,4,3,3,0,0,1,68,121,KPN
Akiak,United States,Akiak Airport,-160.718,61.504,6,2,4,2,4,0,0,1,42,58,AKI
Laage,Germany,Laage,12.463,54.53,6,3,4,3,3,0,0,1,595,660,RLG
Dawson,Canada,Dawson City,-138.547,64.071,6,3,3,3,3,0,0,1,455,548,YDA
Sylhet Osmani,Bangladesh,Osmany Intl,92.444,25.605,6,3,4,2,2,1,1,0,1377,3684,ZYL
Cox's Bazar,Bangladesh,Coxs Bazar,92.606,21.753,6,3,3,3,3,0,0,1,263,355,CXB
Ukhta,Russia,Ukhta,53.804,63.567,6,3,3,3,3,0,0,1,582,1222,UCT
Nukus,Uzbekistan,Nukus Airport,60.038,42.814,6,3,3,1,1,2,2,0,1665,2102,NCU
Belgorod,Russia,Belgorod International Airport,36.983,51.073,6,3,3,3,3,0,0,1,1463,2759,EGO
Valledupar,Colombia,Alfonso Lopez Pumarejo,-72.75,10.725,6,3,4,3,3,0,0,1,624,624,VUP
Manizales,Colombia,La Nubia,-75.108,5.049,6,3,4,3,3,0,0,1,169,169,MZL
Yining,China,Yining Airport,81.55,44.593,6,3,4,3,3,0,0,1,494,494,YIN
Inukjuak,Canada,Inukjuak Airport,-77.462,58.786,6,3,3,3,3,0,0,1,307,551,YPH
Kangirsuk,Canada,Kangirsuk Airport,-69.999,60.045,6,3,3,3,3,0,0,1,143,237,YKG
Salluit,Canada,Salluit Airport,-75.446,62.299,6,3,4,3,3,0,0,1,192,256,YZG
Umiujaq,Canada,Umiujaq Airport,-76.198,56.893,6,3,4,3,3,0,0,1,186,223,YUD
Metakatla,United States,Metlakatla Seaplane Base,-131.297,55.218,6,3,4,3,3,0,0,1,43,43,MTM
Thorne Bay,United States,Thorne Bay Seaplane Base,-132.228,56.146,6,3,3,3,3,0,0,1,58,75,KTB
Naga,Philippines,Naga Airport,123.45,13.974,6,3,4,3,3,0,0,1,277,277,WNP
Tuguegarao,Philippines,Tuguegarao Airport,122.217,18.063,6,3,4,3,3,0,0,1,379,379,TUG
Masbate,Philippines,Masbate Airport,124.048,12.615,6,3,3,3,3,0,0,1,409,409,MBT
Cotabato,Philippines,Cotabato,124.349,7.275,6,3,3,3,3,0,0,1,916,916,CBO
Orebro,Sweden,Orebro,15.063,59.372,6,3,4,3,3,0,0,1,216,397,ORB
Linkoeping,Sweden,Saab,16.134,58.676,6,3,4,1,1,2,2,0,469,964,LPI
Arvidsjaur,Sweden,Arvidsjaur,19.469,65.983,6,3,3,2,2,1,1,0,778,1557,AJR
Manta,Ecuador,Eloy Alfaro Intl,-80.465,-0.911,6,3,3,3,3,0,0,1,297,297,MEC
Puerto Maldonado,Peru,Padre Aldamiz,-68.715,-12.357,6,3,4,3,3,0,0,1,358,358,PEM
Wemindji,Canada,Wemindji Airport,-78.719,53.017,5,3,3,3,2,0,0,1,118,147,YNC
Keewaywin,Canada,Keewaywin,-92.728,53.651,5,2,3,2,3,0,0,1,613,2492,KEW
Orsta-Volda,Norway,Hovden,6.123,62.3,5,3,2,3,2,0,0,1,192,347,HOV
Svolvær,Norway,Svolvær Helle Airport,15.115,68.405,5,2,4,2,3,0,0,1,75,108,SVJ
Fakarava,French Polynesia,Fakarava,-145.429,-15.424,5,3,2,3,2,0,0,1,305,465,FAV
Dead Man's Cay,Bahamas,Deadmans Cay,-74.49,23.298,5,3,2,3,2,0,0,1,236,330,LGI
Ketapang,Indonesia,Rahadi Usman,110.605,-1.695,5,3,3,3,2,0,0,1,287,540,KTG
Panjgur,Pakistan,Panjgur,64.22,27.59,5,3,3,3,2,0,0,1,274,381,PJG
Zhob,Pakistan,Zhob,69.772,31.597,5,2,4,2,3,0,0,1,319,719,PZH
Gaua Island,Vanuatu,Gaua Island Airport,167.978,-13.697,5,2,4,2,3,0,0,1,107,177,ZGU
Ipota,Vanuatu,Ipota Airport,169.513,-18.798,5,3,3,3,2,0,0,1,72,177,IPA
Gillam,Canada,Gillam Airport,-94.518,56.595,5,2,3,2,3,0,0,1,417,691,YGX
Morondava,Madagascar,Morondava,44.529,-19.808,5,2,3,2,3,0,0,1,407,599,MOQ
Tolagnaro,Madagascar,Tolagnaro,47.593,-24.397,5,3,2,3,2,0,0,1,526,638,FTU
El Fasher,Sudan,El Fashir,25.541,14.024,5,2,3,2,3,0,0,1,700,821,ELF
Cayman Barac,Cayman Islands,Gerrard Smith Intl,-79.805,20.144,5,3,2,2,2,1,0,0,206,686,CYB
Fort Frances,Canada,Fort Frances Municipal Airport,-93.067,49.09,5,3,2,3,2,0,0,1,214,311,YAG
Deire Zor,Syria,Deir Zzor,40.293,35.475,5,2,3,1,1,1,2,0,750,1033,DEZ
Deline,Canada,Deline,-125.028,65.305,5,2,3,2,3,0,0,1,308,602,YWJ
El Salvador,Chile,Ricardo García Posada Airport,-69.609,-25.852,5,2,4,2,3,0,0,1,471,799,ESR
Navoi,Uzbekistan,Navoi Airport,65.284,40.195,5,2,4,1,2,1,1,0,1502,3271,NVI
Axum,Ethiopia,Axum,39.288,14.244,5,2,3,2,3,0,0,1,267,513,AXU
Jimma,Ethiopia,Jimma,37.361,8.11,5,2,4,2,3,0,0,1,258,274,JIM
Bahar Dar,Ethiopia,Bahir Dar,37.536,12.013,5,2,4,1,3,1,0,0,376,665,BJR
Limnos,Greece,Limnos,25.393,40.528,5,2,3,2,3,0,0,1,221,229,LXS
Cody,United States,Yellowstone Rgnl,-108.374,44.866,5,2,3,2,3,0,0,1,548,587,COD
San Julian,Argentina,San Juan,-68.031,-31.286,5,2,4,2,3,0,0,1,825,989,UAQ
Matamoros,Mexico,General Servando Canales Intl,-97.209,26.283,5,3,2,3,2,0,0,1,470,740,MAM
Noatak,United States,Noatak Airport,-162.959,67.943,5,2,4,2,3,0,0,1,60,62,WTK
Selawik,United States,Selawik Airport,-159.977,67,5,3,3,3,2,0,0,1,100,114,WLK
Kotlik,United States,Kotlik Airport,-163.222,63.05,5,3,3,3,2,0,0,1,75,107,KOT
Point Lay,United States,Point Lay Lrrs,-162.343,70.221,5,2,4,2,3,0,0,1,225,251,PIZ
Nunam Iqua,United States,Sheldon Point Airport,-164.747,62.867,5,3,3,3,2,0,0,1,72,129,SXP
Alakanuk,United States,Alakanuk Airport,-164.434,63.133,5,2,3,2,3,0,0,1,29,33,AUK
Wainwright,United States,Wainwright Airport,-159.992,71.063,5,3,2,3,2,0,0,1,121,129,AIN
Tachilek,Burma,Tachileik,100.558,20.806,5,3,3,3,2,0,0,1,309,433,THL
Sittwe,Burma,Sittwe,93.454,20.221,5,3,2,3,2,0,0,1,284,418,AKY
Hargeisa,Somalia,Egal Intl,44.147,9.863,5,2,3,1,2,1,1,0,569,884,HGA
Eldoret,Kenya,Eldoret Intl,35.398,0.674,5,3,2,3,2,0,0,1,240,293,EDL
Tununak,United States,Tununak Airport,-164.787,60.959,5,3,3,3,2,0,0,1,40,70,TNK
Nightmute,United States,Nightmute Airport,-164.502,60.785,5,2,4,2,3,0,0,1,74,159,NME
Aupaluk,Canada,Aupaluk Airport,-69.333,59.494,5,2,4,2,3,0,0,1,83,165,YPJ
